ts_ms,sensor_id,valor_cm,valor_avg,estado_id,estado_nombre
77339,HCSR04_Radar,62.55,76.55,0,FAR
77489,HCSR04_Radar,59.54,73.66,0,FAR
77639,HCSR04_Radar,55.46,70.25,0,FAR
77789,HCSR04_Radar,52.46,66.47,0,FAR
77940,HCSR04_Radar,49.46,62.31,0,FAR
78090,HCSR04_Radar,42.38,57.64,0,FAR
78240,HCSR04_Radar,35.29,52.97,0,FAR
78390,HCSR04_Radar,32.29,48.68,1,NEAR
78540,HCSR04_Radar,25.21,44.01,1,NEAR
78690,HCSR04_Radar,22.21,39.35,1,NEAR
78840,HCSR04_Radar,18.13,34.68,1,NEAR
78990,HCSR04_Radar,12.13,29.64,1,NEAR
79140,HCSR04_Radar,12.13,24.97,1,NEAR
79290,HCSR04_Radar,8.04,20.68,1,NEAR
79441,HCSR04_Radar,8.04,17.27,2,CLOSE
79592,HCSR04_Radar,8.04,14.24,2,CLOSE
79743,HCSR04_Radar,5.04,11.72,2,CLOSE
79894,HCSR04_Radar,5.04,9.57,2,CLOSE
80044,HCSR04_Radar,5.04,7.94,2,CLOSE
80194,HCSR04_Radar,12.13,7.94,2,CLOSE
80344,HCSR04_Radar,15.13,8.31,2,CLOSE
80495,HCSR04_Radar,18.13,9.57,2,CLOSE
80645,HCSR04_Radar,25.21,11.72,2,CLOSE
80795,HCSR04_Radar,29.29,14.38,2,CLOSE
